MOF,Direct_ML_CO2_Ads,Direct_ML_N2_Ads,Direct_ML_CO2_Des,Direct_ML_WorkingCapacity,Direct_ML_Selectivity_Ads,Direct_ML_Selectivity_Des,Exp_IAST_CO2_Ads,Exp_IAST_WorkingCapacity,Exp_IAST_Selectivity_Ads,Exp_IAST_Selectivity_Des,Sim_IAST_CO2_Ads,Sim_IAST_WorkingCapacity,Sim_IAST_Selectivity_Ads,GCMC_Mix_CO2_Ads,GCMC_Mix_WorkingCapacity,GCMC_Mix_Selectivity_Ads,GCMC_Mix_Selectivity_Des
CALF20,0.9069760495987065,0.1840121289819296,0.0007101176607611184,0.9062659319379454,27.930392285340695,29.692458646554613,2.72586598865708,1.863645043374429,385.29049172676037,325.20134086358877,2.076022310829666,1.7785179198022212,85.4057323845231,2.291641,1.8257439999999998,128.72430826774513,109.6744350282486
IRMOF1,0.1003931593526032,0.16531847015185594,5.8808974015139495e-05,0.10033435037858807,3.441203932882903,4.104129869273121,0.15439365009952843,0.14507956627843477,6.986323157467509,6.904744701964741,0.17521274274485302,0.164672668420139,5.475534395531127,0.148021,0.139084,4.303914878041689,4.797101449275363
UiO66,0.7339313352175725,0.1578772683536691,0.0005931492377740966,0.7333381859797984,26.342894555173768,32.09180522532532,0.5928659752347286,0.5090906025589264,54.493586243186044,299.4598497526252,0.695437710580571,0.6424645109378098,17.645559325746806,1.127472,1.0404470000000001,28.092318921509566,22.592159916926274
